DEPTH (FT)	CALI (IN)	GR (GAPI)	NPHISS	RHOB (G/C3)	RILD (OHMM)	SP (MV)	RFOC (OHMM)
10308.25	10.457	97.571	0.439	2.309	0.637	-1.212	0.684
10308.5	10.453	97.639	0.44	2.312	0.639	-0.607	0.681
10308.75	10.448	97.91	0.441	2.313	0.643	-0.029	0.68
10309	10.441	98.348	0.441	2.315	0.646	0.473	0.68
10309.25	10.434	98.807	0.442	2.316	0.649	0.895	0.68
10309.5	10.425	99.053	0.443	2.317	0.651	1.252	0.68
10309.75	10.414	98.913	0.444	2.317	0.652	1.55	0.682
10310	10.403	98.463	0.445	2.317	0.652	1.803	0.684
10310.25	10.392	97.87	0.447	2.316	0.652	2.037	0.687
10310.5	10.381	97.268	0.448	2.315	0.652	2.294	0.689
10310.75	10.37	96.874	0.449	2.314	0.652	2.607	0.691
10311	10.361	96.972	0.449	2.312	0.651	2.971	0.691
10311.25	10.352	97.66	0.448	2.31	0.651	3.341	0.69
10311.5	10.346	98.888	0.447	2.309	0.65	3.652	0.688
10311.75	10.341	100.575	0.447	2.307	0.65	3.844	0.686
10312	10.34	102.497	0.446	2.306	0.65	3.9	0.685
10312.25	10.339	104.203	0.447	2.305	0.65	3.855	0.684
10312.5	10.34	105.095	0.447	2.304	0.65	3.778	0.684
10312.75	10.34	104.772	0.448	2.303	0.65	3.733	0.684
10313	10.34	103.32	0.45	2.302	0.65	3.758	0.683
10313.25	10.34	101.239	0.451	2.301	0.651	3.859	0.681
10313.5	10.34	99.166	0.452	2.3	0.652	4.005	0.678
10313.75	10.339	97.552	0.453	2.3	0.653	4.147	0.676
10314	10.339	96.68	0.453	2.299	0.654	4.234	0.675
10314.25	10.339	96.644	0.451	2.298	0.655	4.225	0.677
10314.5	10.34	97.238	0.448	2.297	0.655	4.104	0.682
10314.75	10.341	98.05	0.444	2.296	0.655	3.896	0.688
10315	10.342	98.787	0.441	2.295	0.656	3.658	0.695
10315.25	10.343	99.354	0.438	2.295	0.657	3.462	0.699
10315.5	10.344	99.754	0.436	2.294	0.659	3.359	0.7
10315.75	10.344	100.037	0.435	2.294	0.661	3.357	0.699
10316	10.346	100.381	0.435	2.294	0.664	3.42	0.696
10316.25	10.35	100.849	0.436	2.294	0.667	3.499	0.694
10316.5	10.356	101.318	0.437	2.294	0.67	3.57	0.692
10316.75	10.364	101.657	0.439	2.294	0.672	3.639	0.691
10317	10.371	101.848	0.44	2.294	0.673	3.739	0.69
10317.25	10.378	102.052	0.442	2.294	0.674	3.896	0.688
10317.5	10.383	102.501	0.443	2.293	0.676	4.104	0.687
10317.75	10.386	103.233	0.444	2.292	0.679	4.317	0.686
10318	10.387	104.104	0.445	2.291	0.682	4.47	0.685
10318.25	10.387	104.877	0.444	2.29	0.685	4.516	0.686
10318.5	10.386	105.3	0.443	2.289	0.687	4.447	0.689
10318.75	10.384	105.233	0.44	2.289	0.688	4.294	0.694
10319	10.383	104.731	0.436	2.288	0.688	4.115	0.7
10319.25	10.382	104.077	0.433	2.289	0.688	3.97	0.706
10319.5	10.382	103.544	0.431	2.289	0.688	3.905	0.711
10319.75	10.383	103.237	0.432	2.29	0.688	3.937	0.714
10320	10.386	103.071	0.435	2.291	0.689	4.051	0.714
10320.25	10.392	102.953	0.437	2.293	0.689	4.214	0.712
10320.5	10.401	102.859	0.44	2.294	0.69	4.393	0.707
10320.75	10.411	102.879	0.442	2.295	0.69	4.573	0.702
10321	10.424	103.092	0.446	2.295	0.69	4.734	0.698
10321.25	10.438	103.623	0.449	2.295	0.689	4.858	0.694
10321.5	10.451	104.401	0.453	2.295	0.688	4.93	0.693
10321.75	10.465	105.07	0.455	2.294	0.686	4.957	0.695
10322	10.479	105.197	0.456	2.293	0.685	4.959	0.697
10322.25	10.492	104.644	0.456	2.292	0.683	4.966	0.702
10322.5	10.503	103.749	0.455	2.291	0.682	5.001	0.706
10322.75	10.511	103.063	0.455	2.29	0.68	5.076	0.709
10323	10.513	102.869	0.457	2.289	0.678	5.188	0.712
10323.25	10.51	103.075	0.458	2.289	0.676	5.319	0.713
10323.5	10.502	103.325	0.459	2.289	0.674	5.445	0.712
10323.75	10.491	103.346	0.46	2.29	0.672	5.548	0.711
10324	10.481	103.103	0.46	2.291	0.671	5.627	0.708
10324.25	10.472	102.723	0.459	2.293	0.67	5.687	0.706
10324.5	10.467	102.376	0.457	2.295	0.669	5.725	0.705
10324.75	10.465	102.182	0.455	2.298	0.668	5.74	0.706
10325	10.466	102.076	0.453	2.301	0.667	5.734	0.708
10325.25	10.469	101.886	0.452	2.303	0.666	5.712	0.711
10325.5	10.473	101.63	0.452	2.306	0.665	5.681	0.713
10325.75	10.477	101.547	0.452	2.308	0.664	5.643	0.715
10326	10.481	101.728	0.454	2.31	0.663	5.598	0.715
10326.25	10.485	102.084	0.454	2.311	0.662	5.551	0.714
10326.5	10.488	102.314	0.453	2.313	0.662	5.506	0.713
10326.75	10.492	102.164	0.451	2.313	0.662	5.467	0.712
10327	10.494	101.7	0.448	2.314	0.662	5.436	0.712
10327.25	10.496	101.32	0.445	2.313	0.663	5.414	0.712
10327.5	10.497	101.304	0.442	2.313	0.663	5.399	0.714
10327.75	10.497	101.685	0.439	2.312	0.664	5.389	0.718
10328	10.498	102.315	0.437	2.312	0.665	5.38	0.723
10328.25	10.498	102.996	0.435	2.31	0.665	5.376	0.729
10328.5	10.497	103.588	0.435	2.309	0.666	5.382	0.734
10328.75	10.496	104.17	0.434	2.309	0.667	5.399	0.738
10329	10.495	104.769	0.435	2.308	0.669	5.424	0.74
10329.25	10.495	105.221	0.436	2.308	0.671	5.455	0.741
10329.5	10.496	105.248	0.436	2.307	0.674	5.488	0.741
10329.75	10.498	104.671	0.437	2.308	0.676	5.511	0.74
10330	10.502	103.515	0.438	2.309	0.678	5.5	0.74
10330.25	10.507	102.107	0.439	2.31	0.681	5.439	0.74
10330.5	10.511	100.858	0.439	2.311	0.683	5.333	0.741
10330.75	10.514	99.98	0.44	2.312	0.684	5.214	0.742
10331	10.516	99.352	0.44	2.313	0.686	5.121	0.744
10331.25	10.517	98.711	0.44	2.314	0.687	5.086	0.746
10331.5	10.517	97.947	0.439	2.316	0.687	5.123	0.749
10331.75	10.517	97.195	0.437	2.316	0.688	5.219	0.752
10332	10.517	96.731	0.435	2.317	0.688	5.347	0.755
10332.25	10.516	96.737	0.433	2.318	0.688	5.475	0.758
10332.5	10.516	97.054	0.431	2.318	0.688	5.582	0.759
10332.75	10.515	97.427	0.429	2.318	0.688	5.643	0.759
10333	10.515	97.722	0.428	2.318	0.688	5.615	0.757
10333.25	10.514	97.898	0.427	2.317	0.688	5.46	0.756
10333.5	10.514	98.128	0.425	2.316	0.687	5.174	0.755
10333.75	10.514	98.634	0.423	2.314	0.686	4.803	0.757
10334	10.515	99.419	0.422	2.312	0.684	4.426	0.76
10334.25	10.516	100.284	0.421	2.31	0.682	4.129	0.764
10334.5	10.517	101.024	0.422	2.307	0.68	3.973	0.767
10334.75	10.518	101.558	0.423	2.305	0.677	3.971	0.767
10335	10.519	101.88	0.426	2.303	0.675	4.092	0.765
10335.25	10.519	101.957	0.429	2.301	0.673	4.276	0.759
10335.5	10.52	101.791	0.432	2.3	0.672	4.475	0.753
10335.75	10.521	101.385	0.434	2.299	0.671	4.659	0.746
10336	10.525	100.865	0.437	2.298	0.67	4.817	0.739
10336.25	10.531	100.456	0.439	2.298	0.669	4.937	0.733
10336.5	10.543	100.371	0.44	2.297	0.668	5.013	0.729
10336.75	10.559	100.689	0.441	2.297	0.668	5.045	0.726
10337	10.58	101.193	0.441	2.297	0.669	5.038	0.726
10337.25	10.604	101.456	0.439	2.297	0.671	4.99	0.727
10337.5	10.628	101.131	0.436	2.297	0.672	4.889	0.729
10337.75	10.645	100.26	0.432	2.297	0.674	4.699	0.732
10338	10.644	99.31	0.428	2.296	0.675	4.382	0.738
10338.25	10.616	98.7	0.423	2.296	0.675	3.933	0.746
10338.5	10.555	98.559	0.418	2.295	0.675	3.41	0.755
10338.75	10.467	98.859	0.413	2.294	0.675	2.922	0.764
10339	10.369	99.334	0.409	2.294	0.674	2.577	0.769
10339.25	10.277	99.716	0.407	2.293	0.674	2.428	0.769
10339.5	10.207	99.9	0.409	2.292	0.675	2.461	0.763
10339.75	10.162	99.878	0.412	2.291	0.676	2.602	0.755
10340	10.14	99.72	0.416	2.29	0.678	2.763	0.748
10340.25	10.132	99.42	0.42	2.289	0.679	2.886	0.744
10340.5	10.135	98.89	0.422	2.288	0.68	2.966	0.742
10340.75	10.151	98.229	0.422	2.286	0.68	3.029	0.742
10341	10.186	97.77	0.421	2.285	0.679	3.097	0.743
10341.25	10.241	97.824	0.418	2.284	0.678	3.176	0.744
10341.5	10.312	98.365	0.415	2.283	0.677	3.261	0.744
10341.75	10.39	99.032	0.413	2.283	0.676	3.34	0.745
10342	10.463	99.385	0.413	2.283	0.676	3.402	0.747
10342.25	10.522	99.148	0.414	2.283	0.676	3.438	0.749
10342.5	10.562	98.351	0.417	2.283	0.678	3.444	0.751
10342.75	10.585	97.189	0.42	2.284	0.681	3.424	0.753
10343	10.596	95.971	0.424	2.285	0.686	3.391	0.755
10343.25	10.599	95.056	0.426	2.286	0.69	3.357	0.757
10343.5	10.598	94.552	0.428	2.287	0.695	3.329	0.757
10343.75	10.594	94.339	0.43	2.287	0.699	3.304	0.758
10344	10.589	94.403	0.429	2.288	0.701	3.27	0.761
10344.25	10.583	94.838	0.428	2.287	0.703	3.223	0.765
10344.5	10.577	95.684	0.427	2.287	0.703	3.172	0.772
10344.75	10.571	96.702	0.428	2.285	0.702	3.141	0.779
10345	10.566	97.498	0.429	2.284	0.701	3.154	0.785
10345.25	10.563	97.819	0.433	2.282	0.7	3.224	0.786
10345.5	10.561	97.711	0.438	2.28	0.7	3.346	0.781
10345.75	10.561	97.403	0.444	2.277	0.699	3.493	0.77
10346	10.562	97.081	0.45	2.275	0.698	3.636	0.756
10346.25	10.564	96.917	0.455	2.273	0.698	3.747	0.741
10346.5	10.565	96.962	0.458	2.271	0.699	3.806	0.728
10346.75	10.566	97.057	0.46	2.269	0.704	3.792	0.718
10347	10.567	96.921	0.46	2.268	0.714	3.666	0.711
10347.25	10.568	96.532	0.459	2.267	0.733	3.339	0.707
10347.5	10.568	96.212	0.455	2.266	0.76	2.652	0.704
10347.75	10.569	96.336	0.451	2.266	0.799	1.41	0.703
10348	10.569	96.922	0.448	2.265	0.848	-0.519	0.703
10348.25	10.569	97.687	0.446	2.265	0.905	-3.107	0.704
10348.5	10.568	98.128	0.443	2.264	0.965	-6.126	0.707
10348.75	10.568	97.896	0.436	2.263	1.023	-9.199	0.715
10349	10.569	96.808	0.425	2.261	1.071	-11.933	0.731
10349.25	10.571	94.882	0.411	2.258	1.108	-14.068	0.757
10349.5	10.574	92.294	0.396	2.256	1.133	-15.592	0.798
10349.75	10.577	89.265	0.381	2.252	1.152	-16.737	0.856
10350	10.587	85.982	0.367	2.248	1.171	-17.84	0.93
10350.25	10.62	82.617	0.354	2.243	1.197	-19.178	1.016
10350.5	10.696	79.392	0.342	2.239	1.234	-20.86	1.106
10350.75	10.827	76.597	0.33	2.234	1.282	-22.825	1.187
10351	11.009	74.503	0.319	2.229	1.34	-24.911	1.252
10351.25	11.218	73.256	0.309	2.226	1.399	-26.93	1.301
10351.5	11.414	72.792	0.301	2.223	1.454	-28.736	1.337
10351.75	11.546	72.904	0.295	2.22	1.496	-30.256	1.366
10352	11.573	73.279	0.29	2.217	1.522	-31.475	1.39
10352.25	11.476	73.507	0.288	2.214	1.533	-32.398	1.41
10352.5	11.276	73.314	0.287	2.212	1.533	-33.029	1.421
10352.75	11.018	72.742	0.289	2.21	1.526	-33.36	1.42
10353	10.757	72.158	0.292	2.208	1.514	-33.373	1.404
10353.25	10.541	72.001	0.295	2.206	1.5	-33.049	1.373
10353.5	10.393	72.554	0.3	2.203	1.484	-32.38	1.33
10353.75	10.315	73.81	0.304	2.201	1.466	-31.388	1.281
10354	10.284	75.497	0.308	2.198	1.444	-30.145	1.234
10354.25	10.275	77.276	0.312	2.194	1.419	-28.77	1.195
10354.5	10.273	78.869	0.315	2.191	1.392	-27.422	1.172
10354.75	10.275	80.053	0.317	2.188	1.361	-26.282	1.168
10355	10.28	80.742	0.316	2.184	1.329	-25.495	1.183
10355.25	10.289	80.879	0.314	2.182	1.295	-25.089	1.214
10355.5	10.301	80.504	0.311	2.18	1.26	-24.899	1.251
10355.75	10.314	79.783	0.307	2.18	1.225	-24.603	1.278
10356	10.325	79.052	0.303	2.181	1.191	-23.886	1.281
10356.25	10.334	78.656	0.3	2.184	1.155	-22.614	1.252
10356.5	10.342	78.742	0.298	2.187	1.118	-20.903	1.198
10356.75	10.348	79.29	0.297	2.193	1.078	-19.048	1.137
10357	10.354	80.273	0.298	2.198	1.038	-17.377	1.083
10357.25	10.361	81.548	0.301	2.203	1.001	-16.101	1.046
10357.5	10.367	83.004	0.306	2.209	0.97	-15.244	1.03
10357.75	10.371	84.457	0.311	2.213	0.946	-14.689	1.031
10358	10.372	85.673	0.317	2.218	0.93	-14.301	1.044
10358.25	10.368	86.448	0.321	2.22	0.921	-14.011	1.062
10358.5	10.362	86.732	0.325	2.223	0.917	-13.813	1.079
10358.75	10.356	86.637	0.326	2.224	0.915	-13.7	1.089
10359	10.352	86.304	0.326	2.226	0.915	-13.631	1.092
10359.25	10.356	85.889	0.324	2.227	0.916	-13.564	1.088
10359.5	10.374	85.605	0.323	2.228	0.916	-13.475	1.074
10359.75	10.408	85.6	0.325	2.231	0.915	-13.349	1.053
10360	10.46	85.87	0.33	2.233	0.913	-13.17	1.027
10360.25	10.522	86.192	0.337	2.236	0.909	-12.923	1
10360.5	10.586	86.269	0.345	2.24	0.904	-12.587	0.978
10360.75	10.643	85.959	0.352	2.244	0.897	-12.145	0.963
10361	10.684	85.307	0.358	2.248	0.888	-11.604	0.955
10361.25	10.708	84.556	0.362	2.252	0.879	-10.992	0.952
10361.5	10.715	84.017	0.364	2.257	0.87	-10.362	0.948
10361.75	10.71	84.015	0.365	2.261	0.86	-9.777	0.941
10362	10.698	84.664	0.365	2.265	0.85	-9.273	0.932
10362.25	10.682	85.786	0.365	2.269	0.84	-8.838	0.923
10362.5	10.667	87.103	0.363	2.272	0.831	-8.423	0.917
10362.75	10.657	88.514	0.361	2.276	0.822	-7.966	0.916
10363	10.652	89.981	0.358	2.279	0.815	-7.427	0.92
10363.25	10.651	91.394	0.357	2.282	0.81	-6.815	0.925
10363.5	10.652	92.63	0.358	2.285	0.807	-6.186	0.926
10363.75	10.655	93.547	0.36	2.287	0.807	-5.606	0.92
10364	10.659	94.041	0.363	2.289	0.807	-5.12	0.907
10364.25	10.666	94.032	0.366	2.291	0.807	-4.74	0.892
10364.5	10.674	93.596	0.368	2.292	0.807	-4.462	0.879
10364.75	10.68	92.998	0.368	2.293	0.805	-4.289	0.87
10365	10.684	92.477	0.366	2.294	0.803	-4.242	0.869
10365.25	10.688	92.066	0.363	2.294	0.801	-4.322	0.874
10365.5	10.692	91.661	0.36	2.294	0.799	-4.479	0.882
10365.75	10.699	91.105	0.358	2.294	0.798	-4.627	0.887
10366	10.708	90.306	0.357	2.294	0.797	-4.696	0.887
10366.25	10.718	89.28	0.358	2.294	0.796	-4.669	0.88
10366.5	10.725	88.294	0.359	2.294	0.796	-4.585	0.868
10366.75	10.73	87.628	0.359	2.294	0.795	-4.492	0.855
10367	10.732	87.464	0.359	2.294	0.794	-4.396	0.843
10367.25	10.735	87.811	0.358	2.294	0.793	-4.249	0.836
10367.5	10.74	88.493	0.358	2.295	0.792	-3.968	0.832
10367.75	10.747	89.349	0.359	2.295	0.792	-3.486	0.831
10368	10.755	90.216	0.361	2.295	0.792	-2.804	0.832
10368.25	10.762	90.91	0.363	2.295	0.793	-2.005	0.833
10368.5	10.767	91.327	0.365	2.295	0.794	-1.207	0.833
10368.75	10.77	91.475	0.367	2.296	0.796	-0.518	0.834
10369	10.77	91.378	0.368	2.296	0.797	-0.003	0.835
10369.25	10.769	91.098	0.369	2.297	0.798	0.327	0.838
10369.5	10.769	90.779	0.37	2.297	0.799	0.506	0.844
10369.75	10.768	90.637	0.372	2.298	0.799	0.594	0.851
10370	10.769	90.793	0.375	2.298	0.797	0.667	0.859
10370.25	10.769	91.307	0.377	2.299	0.796	0.791	0.867
10370.5	10.769	92.089	0.378	2.3	0.794	1.004	0.874
10370.75	10.769	93.033	0.377	2.301	0.792	1.304	0.877
10371	10.768	93.924	0.376	2.301	0.79	1.652	0.878
10371.25	10.767	94.528	0.375	2.302	0.788	1.994	0.876
10371.5	10.766	94.757	0.376	2.302	0.787	2.288	0.873
10371.75	10.766	94.768	0.378	2.302	0.785	2.524	0.867
10372	10.768	94.727	0.381	2.303	0.784	2.71	0.861
10372.25	10.771	94.783	0.384	2.302	0.783	2.868	0.852
10372.5	10.775	95.045	0.385	2.302	0.782	3.015	0.844
10372.75	10.781	95.584	0.385	2.3	0.781	3.149	0.835
10373	10.787	96.354	0.383	2.299	0.781	3.238	0.828
10373.25	10.79	97.256	0.382	2.297	0.78	3.247	0.821
10373.5	10.787	98.07	0.382	2.296	0.78	3.153	0.816
10373.75	10.774	98.556	0.384	2.294	0.779	2.943	0.814
10374	10.751	98.562	0.387	2.293	0.777	2.593	0.816
10374.25	10.72	98.015	0.39	2.292	0.774	2.094	0.823
10374.5	10.686	96.934	0.392	2.291	0.77	1.484	0.834
10374.75	10.655	95.521	0.392	2.292	0.765	0.86	0.847
10375	10.631	94.14	0.391	2.293	0.759	0.362	0.859
10375.25	10.617	93.086	0.39	2.295	0.753	0.12	0.864
10375.5	10.608	92.545	0.39	2.297	0.748	0.189	0.86
10375.75	10.603	92.61	0.391	2.299	0.745	0.53	0.85
10376	10.601	93.158	0.394	2.302	0.742	1.026	0.833
10376.25	10.608	93.957	0.399	2.305	0.741	1.542	0.815
10376.5	10.628	94.84	0.403	2.307	0.74	1.983	0.797
10376.75	10.664	95.72	0.405	2.31	0.739	2.309	0.78
10377	10.717	96.523	0.404	2.312	0.739	2.511	0.767
10377.25	10.78	97.262	0.403	2.314	0.738	2.584	0.757
10377.5	10.846	97.943	0.401	2.316	0.737	2.531	0.754
10377.75	10.907	98.485	0.4	2.318	0.735	2.373	0.757
10378	10.959	98.684	0.399	2.319	0.733	2.157	0.768
10378.25	10.998	98.345	0.397	2.321	0.731	1.963	0.783
10378.5	11.025	97.385	0.394	2.323	0.729	1.872	0.798
10378.75	11.041	95.954	0.392	2.325	0.727	1.929	0.81
10379	11.046	94.399	0.392	2.327	0.725	2.133	0.815
10379.25	11.044	93.161	0.392	2.328	0.724	2.441	0.812
10379.5	11.039	92.609	0.394	2.33	0.724	2.789	0.803
10379.75	11.033	93.014	0.395	2.33	0.723	3.122	0.794
10380	11.028	94.308	0.395	2.331	0.723	3.406	0.786
10380.25	11.025	96.146	0.394	2.33	0.721	3.627	0.78
10380.5	11.027	98.028	0.393	2.329	0.719	3.789	0.776
10380.75	11.038	99.525	0.393	2.328	0.716	3.903	0.772
10381	11.06	100.355	0.395	2.327	0.714	3.974	0.768
10381.25	11.093	100.456	0.399	2.326	0.711	4.009	0.764
10381.5	11.131	99.94	0.404	2.325	0.709	4.02	0.762
10381.75	11.167	98.999	0.408	2.324	0.707	4.026	0.761
10382	11.193	97.938	0.411	2.324	0.705	4.044	0.762
10382.25	11.204	97.076	0.412	2.324	0.704	4.091	0.765
10382.5	11.204	96.513	0.411	2.324	0.703	4.169	0.769
10382.75	11.2	96.216	0.41	2.324	0.703	4.278	0.773
10383	11.203	96.009	0.409	2.325	0.704	4.412	0.777
10383.25	11.218	95.749	0.41	2.325	0.705	4.565	0.778
10383.5	11.24	95.447	0.411	2.325	0.707	4.712	0.779
10383.75	11.257	95.331	0.412	2.325	0.709	4.815	0.778
10384	11.248	95.587	0.414	2.325	0.711	4.834	0.778
10384.25	11.203	96.193	0.414	2.325	0.713	4.746	0.779
10384.5	11.121	97.002	0.412	2.325	0.715	4.551	0.781
10384.75	11.016	97.64	0.409	2.325	0.717	4.268	0.783
10385	10.908	97.673	0.405	2.325	0.719	3.921	0.783
10385.25	10.82	97.082	0.401	2.325	0.721	3.547	0.783
10385.5	10.76	96.25	0.398	2.325	0.723	3.198	0.781
10385.75	10.731	95.7	0.397	2.324	0.723	2.941	0.781
10386	10.721	95.871	0.397	2.324	0.724	2.837	0.781
10386.25	10.723	96.857	0.397	2.323	0.724	2.918	0.783
10386.5	10.725	98.314	0.397	2.322	0.725	3.168	0.784
10386.75	10.719	99.73	0.397	2.32	0.727	3.49	0.782
10387	10.697	100.737	0.396	2.319	0.729	3.724	0.777
10387.25	10.66	101.077	0.396	2.318	0.732	3.712	0.771
10387.5	10.611	100.653	0.396	2.316	0.735	3.36	0.768
10387.75	10.557	99.621	0.396	2.315	0.737	2.655	0.768
10388	10.507	98.188	0.396	2.314	0.738	1.657	0.775
10388.25	10.466	96.614	0.396	2.313	0.738	0.504	0.788
10388.5	10.437	95.278	0.395	2.313	0.737	-0.596	0.806
10388.75	10.418	94.449	0.394	2.312	0.736	-1.441	0.824
10389	10.408	94.149	0.393	2.312	0.734	-1.9	0.838
10389.25	10.408	94.278	0.394	2.312	0.733	-1.944	0.846
10389.5	10.422	94.647	0.395	2.312	0.733	-1.639	0.846
10389.75	10.449	95.035	0.397	2.311	0.733	-1.116	0.838
10390	10.485	95.333	0.4	2.31	0.733	-0.533	0.825
10390.25	10.524	95.482	0.402	2.309	0.734	-0.038	0.81
10390.5	10.563	95.363	0.404	2.308	0.733	0.275	0.794
10390.75	10.597	94.911	0.405	2.306	0.732	0.383	0.782
10391	10.626	94.291	0.405	2.304	0.731	0.32	0.774
10391.25	10.651	93.841	0.405	2.302	0.73	0.159	0.772
10391.5	10.672	93.932	0.404	2.299	0.728	-0.001	0.776
10391.75	10.689	94.709	0.403	2.297	0.727	-0.07	0.784
10392	10.701	95.988	0.403	2.295	0.727	-0.014	0.793
10392.25	10.707	97.393	0.402	2.292	0.727	0.138	0.802
10392.5	10.708	98.631	0.402	2.289	0.728	0.327	0.807
10392.75	10.705	99.549	0.404	2.287	0.728	0.502	0.807
10393	10.702	100.016	0.409	2.284	0.729	0.633	0.801
10393.25	10.701	99.943	0.416	2.281	0.729	0.733	0.791
10393.5	10.706	99.232	0.423	2.279	0.729	0.833	0.779
10393.75	10.717	97.879	0.426	2.277	0.729	0.953	0.768
10394	10.734	96.206	0.424	2.275	0.728	1.089	0.76
10394.25	10.754	94.796	0.418	2.275	0.726	1.223	0.756
10394.5	10.773	94.082	0.415	2.274	0.724	1.328	0.756
10394.75	10.788	94.149	0.414	2.275	0.722	1.381	0.758
10395	10.796	94.739	0.415	2.276	0.721	1.372	0.761
10395.25	10.8	95.49	0.414	2.279	0.72	1.308	0.763
10395.5	10.801	96.148	0.409	2.281	0.719	1.205	0.763
10395.75	10.802	96.664	0.401	2.285	0.719	1.079	0.763
10396	10.803	97.029	0.396	2.288	0.719	0.935	0.763
10396.25	10.805	97.268	0.406	2.292	0.72	0.775	0.764
10396.5	10.806	97.483	0.421	2.295	0.72	0.613	0.766
10396.75	10.807	97.757	0.434	2.298	0.72	0.476	0.768
10397	10.807	98.102	0.434	2.301	0.72	0.39	0.771
10397.25	10.807	98.395	0.431	2.304	0.719	0.362	0.771
10397.5	10.808	98.397	0.428	2.306	0.719	0.379	0.769
10397.75	10.808	97.905	0.429	2.307	0.718	0.411	0.765
10398	10.809	96.89	0.433	2.308	0.717	0.431	0.759
10398.25	10.81	95.588	0.437	2.308	0.716	0.419	0.754
10398.5	10.809	94.375	0.44	2.308	0.715	0.372	0.75
10398.75	10.805	93.586	0.441	2.307	0.714	0.302	0.747
10399	10.799	93.304	0.439	2.306	0.713	0.232	0.747
10399.25	10.79	93.418	0.437	2.304	0.711	0.185	0.749
10399.5	10.781	93.823	0.435	2.302	0.709	0.185	0.751
10399.75	10.776	94.373	0.437	2.3	0.708	0.248	0.752
10400	10.78	94.911	0.439	2.297	0.706	0.377	0.752
10400.25	10.798	95.31	0.441	2.295	0.705	0.551	0.75
10400.5	10.833	95.527	0.443	2.292	0.703	0.735	0.747
10400.75	10.881	95.555	0.445	2.29	0.701	0.894	0.743
10401	10.934	95.474	0.444	2.288	0.699	1.01	0.739
10401.25	10.985	95.408	0.442	2.287	0.697	1.082	0.736
10401.5	11.026	95.493	0.439	2.286	0.695	1.115	0.734
10401.75	11.055	95.795	0.435	2.287	0.692	1.118	0.731
10402	11.073	96.265	0.431	2.287	0.689	1.099	0.728
10402.25	11.081	96.654	0.429	2.288	0.687	1.08	0.725
10402.5	11.085	96.795	0.429	2.289	0.684	1.082	0.722
10402.75	11.094	96.613	0.432	2.291	0.682	1.124	0.72
10403	11.115	96.206	0.436	2.293	0.681	1.211	0.718
10403.25	11.156	95.776	0.439	2.295	0.679	1.33	0.717
10403.5	11.215	95.64	0.442	2.297	0.677	1.455	0.715
10403.75	11.286	95.933	0.443	2.299	0.676	1.56	0.714
10404	11.356	96.617	0.443	2.3	0.674	1.63	0.713
10404.25	11.413	97.483	0.445	2.302	0.673	1.669	0.713
10404.5	11.449	98.284	0.447	2.304	0.672	1.694	0.714
10404.75	11.46	98.847	0.451	2.306	0.671	1.716	0.715
10405	11.442	99.129	0.455	2.307	0.67	1.733	0.717
10405.25	11.392	99.016	0.457	2.309	0.67	1.733	0.719
10405.5	11.306	98.474	0.457	2.311	0.67	1.701	0.72
10405.75	11.185	97.447	0.456	2.312	0.67	1.626	0.721
10406	11.039	95.991	0.453	2.314	0.671	1.514	0.721
10406.25	10.886	94.538	0.45	2.315	0.671	1.387	0.722
10406.5	10.746	93.668	0.448	2.317	0.672	1.273	0.722
10406.75	10.633	93.708	0.447	2.317	0.673	1.194	0.723
10407	10.555	94.678	0.447	2.317	0.674	1.15	0.725
10407.25	10.507	96.245	0.447	2.317	0.675	1.127	0.727
10407.5	10.482	97.813	0.447	2.316	0.676	1.11	0.729
10407.75	10.472	98.848	0.447	2.315	0.678	1.095	0.73
10408	10.468	99.133	0.446	2.313	0.679	1.093	0.731
10408.25	10.467	98.886	0.445	2.311	0.681	1.118	0.73
10408.5	10.467	98.665	0.444	2.309	0.682	1.182	0.726
10408.75	10.467	98.997	0.444	2.307	0.683	1.277	0.718
10409	10.467	99.89	0.443	2.306	0.684	1.379	0.709
10409.25	10.468	100.99	0.442	2.305	0.684	1.458	0.701
10409.5	10.468	101.929	0.44	2.303	0.683	1.49	0.694
10409.75	10.469	102.483	0.439	2.303	0.682	1.471	0.691
10410	10.471	102.733	0.438	2.302	0.682	1.421	0.691
10410.25	10.469	102.984	0.437	2.302	0.682	1.376	0.693
10410.5	10.461	103.439	0.436	2.302	0.683	1.366	0.695
10410.75	10.443	104.087	0.436	2.302	0.685	1.409	0.694
10411	10.415	104.625	0.436	2.303	0.689	1.492	0.691
10411.25	10.381	104.69	0.435	2.303	0.692	1.585	0.686
10411.5	10.348	104.091	0.434	2.303	0.695	1.659	0.683
10411.75	10.321	102.878	0.433	2.303	0.698	1.691	0.681
10412	10.304	101.234	0.431	2.303	0.699	1.67	0.681
10412.25	10.296	99.468	0.428	2.303	0.7	1.598	0.683
10412.5	10.294	97.946	0.425	2.302	0.701	1.492	0.687
10412.75	10.294	96.907	0.422	2.302	0.702	1.37	0.692
10413	10.294	96.454	0.419	2.301	0.703	1.249	0.697
10413.25	10.296	96.548	0.418	2.299	0.703	1.138	0.703
10413.5	10.302	97.09	0.417	2.298	0.704	1.045	0.707
10413.75	10.315	97.915	0.418	2.297	0.705	0.975	0.709
10414	10.333	98.774	0.418	2.296	0.705	0.932	0.708
10414.25	10.353	99.443	0.419	2.295	0.706	0.928	0.704
